source,offer_id,url,title,company,location,published_date,contract_type,salary,query,description,category
france-travail-api,202HQRS,https://candidat.francetravail.fr/offres/recherche/detail/202HQRS,Data Scientist (H/F),LIDL,92 - Châtenay-Malabry,2026-01-08T01:03:27.065Z,CDI,Mensuel de 3372.0 Euros à 3372.0 Euros sur 12.0 mois,data scientist,"INTRODUCTION

Travailler chez Lidl, c'est bien plus qu'un job ! En rejoignant l'équipe Data & AI au sein du service contrôle de gestion, tu participeras à l'amélioration de l'activité de Lidl France à travers des projets data science à fort impact opérationnel.

MISSIONS

Afin d'atteindre tes objectifs en tant que Data Scientist, tes missions quotidiennes seront :

 * Collaborer avec les services métier pour comprendre leurs besoins et concevoir les solutions data appropriées,
 * Concevoir et développer des modèles de machine learning (modèles de prédiction et d'optimisation) pour améliorer les processus opérationnels,
 * Accompagner et faciliter la mise en place de solutions internes en lien avec la gestion et l'exploitation des données,
 * Automatisation et amélioration de processus à l'aide d'outils plus performants (Python, SQL, AppScripts, Looker, etc.)
 * Curiosité pour explorer et proposer des cas d&#39;usage pertinents de l'IA pour nos activités.

PROFIL

Au-delà de tes expériences professionnelles, nous recherchons avant tout une personnalité.

 * Tu es reconnu(e) pour ton organisation, ta rigueur et ta capacité d'analyse ?
 * Tu es doté(e) d'un bon relationnel, tu es autonome et aimes travailler en équipe ?
 *  

Si tu as répondu oui à ces questions, alors n'hésite pas à rejoindre la #TeamLidl.

Pour candidater à un poste de Data Scientist, il te faudra :

 * Être diplômé(e) d'une école d'Ingénieur/université spécialisée dans le domaine de la science des données
 * Avoir au moins 2 ans d'expérience (hors alternance) dans un poste de data scientist
 * Avoir une maitrise avancée des langages de programmation Python et SQL et de ses bibliothèques
 * Avoir une solide compréhension théorique ainsi qu'une application pratique des algorithmes de Machine Learning et de Deep Learning.
 * Avoir une bonne compréhension des concepts fondamentaux des modèles de langage (LLMs) et de l&#39;IA générative, une première expérience utilisant les API de ces modèles est un plus.
 * Être doté d'une bonne capacité à traduire des analyses complexes en visualisations claires et pertinentes à l&#39;aide d&#39;outils de Data Visualisation.
 * Avoir une expérience pratique avec la suite GCP.
 * Parler couramment l'anglais, l'allemand est un plus.

REJOINDRE LIDL

Nous reconnaissons le travail et l'investissement de chacun en te proposant :

 * Un poste en CDI, en statut Cadre, au sein de notre Siège à Châtenay-Malabry.
 * Une rémunération de 3372€ brut sur 13 mois.
 * Un accord de télétravail : 2 jours par semaine après 3 mois d&#39;anncienneté.
 * Un restaurant d'entreprise et une cafeteria.
 * Une salle de sport avec 3 espaces : fitness, CrossFit, cours collectifs.
 * Une formation à notre concept et à nos outils.

Rejoindre Lidl, c'est également rejoindre une entreprise certifiée TOP Employer depuis 2019 ! Ce Label récompense notre politique RH, nos engagements en termes d'égalité Femme/Homme, de diversité & d'inclusion, mais également le travail de nos équipes sur le terrain au quotidien. 

Tous nos postes sont ouverts aux personnes en situation de handicap. Selon les besoins spécifiques de chacun, un aménagement matériel et/ou organisationnel du poste de travail sera étudié.",data_science
france-travail-api,202DCHP,https://candidat.francetravail.fr/offres/recherche/detail/202DCHP,Data scientist (H/F),IRLY,Ile-de-France,2026-01-05T14:15:07.615Z,CDI,Mensuel de 40000.0 Euros à 48000.0 Euros sur 12.0 mois,data scientist,"IRLY réinvente le métier du conseil autour de la transformation digitale. Nos équipes interviennent sur de grands programmes de transformation, principalement pour de grandes banques et sur des enjeux complexes à la fois d'un point de vue métier et technologique.

Votre rôle
Au sein d'une équipe IRLY pluridisciplinaires, votre rôle est d'accompagner nos clients sur leurs projets de transformation digitale, sur la dimension Data :
- Identifier les problématiques Data du client et recueillir ses besoins métier depuis la collecte des données jusqu'au reporting en passant par les étapes de transformation / enrichissement (problématiques liées à l'accès aux données, l'obsolescence technologique, la qualité des données, l'efficacité opérationnelle.)
- Proposer une architecture cible en fonction des besoins et de l'écosystème du client et planifier les travaux
- Déterminer une trajectoire pour atteindre la cible
- Piloter le projet et contribuer à ses différentes étapes :
- Conduire les travaux d'analyse fonctionnelle et de développement sur le projet
- Monter en compétence sur les plateformes proposées par le client (DataIku, Alteryx, Tableau, PowerBI, ABinitio, SnowFlake.)
- Accompagner l'utilisateur final dans l'appropriation de la solution


Notre promesse
Un parcours de carrière qui capitalise sur vos talents et vos envies, le développement d'un skill-set de consultant hybride, fonctionnel et technologique, à travers des missions diversifiées et des formations certifications sur les meilleures technologies autour de la data et les meilleures pratiques de conduite de projet (Agile, Design Thinking...)
Une évolution sur des programmes ambitieux, aux contacts de clients prestigieux et exigeants, sur des sujets clés (exemple : reporting ESG, architecture Big Data, Data Lineage.)
Un environnement sain et bienveillant, au contact de profils expérimentés qui vous guideront dans vos premiers pas et vous coacheront tout le long de votre carrière au sein du cabinet
Une équipe dynamique et inclusive, avec des parcours d'induction / intégration et une animation conviviale
Une aventure collective où tout reste à construire (offres, écosystème de partenaires, croissance du collectif, go-to-market)

Votre profil
Bac+5, de formation ingénieur ou commerce avec une spécialisation en Data
Adepte des nouvelles technologies, vous justifiez d'une expérience sur des outils d'extraction, de manipulation ou d'exposition de la Data, avec une forte motivation pour découvrir et développer une expertise sur les meilleures solutions du marché
Engagé(e), enthousiaste, créatif(ve), curieux(se), vous avez l'esprit d'équipe et envie de rejoindre une belle aventure humaine
Vous maîtrisez l'anglais en environnement professionnel

Mais ce que nous cherchons avant tout, ce sont des consultants, force de proposition, qui souhaitent s'engager dans la construction d'un cabinet et incarner une nouvelle façon de faire du conseil.",data_science
france-travail-api,201WDCS,https://candidat.francetravail.fr/offres/recherche/detail/201WDCS,Data Scientist - H/F - CDI (H/F),POLYCEA,75 - PARIS 09,2025-12-23T12:11:01.489Z,CDI,Mensuel de 40000.0 Euros à 50000.0 Euros sur 12.0 mois,data scientist,"Intégré(e) au sein de l'équipe Data, vous participerez à toutes les phases de nos missions clients : cadrage des besoins, data management, modélisation (choix et tests des algorithmes les plus pertinents), implémentation et déploiement des solutions retenues.

Entouré(e) de nos experts, vous monterez rapidement en compétence sur les technologies suivantes : Python (Scikit-learn, pandas, ...), MongoDB, ElasticSearch et participerez au développement de nouveaux produits innovants dans le cadre de notre Datalab.

Quelques exemples de missions :

- Stratégie ""anti-churn"" d'un grand média français et mise en œuvre des solutions techniques pour retenir ses clients,
- Développement et commercialisation en SaaS d'un système de gestion intelligente de la politique de stationnement pour une centaine de villes en France,
- Solution d'optimisation du pricing des produits vendus via une plateforme de ventes aux enchères en ligne,
- Maximisation du taux d'ouverture de mails pour les clients d'une start-up spécialiste de l'e-mailing en Saas,
- Algorithmes de détection de fraude auprès d'assureurs.

Votre profil :

Issu(e) d'une Grande école d'ingénieurs, vous justifiez d'une première expérience professionnelle sur des problématiques data (stage ou premier emploi). Passionné(e) par les nouvelles technologies et friand de code, vous êtes familier avec un langage de programmation à vocation analytique (Python, R, Scala ...). Une expérience en développement logiciel est un plus. Avoir suivi un MOOC (ex : Udemy) spécialisé en Big data est également apprécié. 

Enfin, vous êtes conscient que la modélisation ne représente que 10 à 15% maximum du temps passé sur nos projets et ne sera pas au cœur de vos missions. 

A votre arrivée, vous bénéficiez d'un parcours guidé de formation propre à l'équipe Data. Nous finançons entre autres des formations AWS. Via notre PolyAcademy, nous vous donnons également accès à un large panel de formations, aussi bien techniques que business, en vue de faciliter votre montée en compétences et de créer des ponts entre nos différents métiers.

La maîtrise de la langue française à l'écrit et à l'oral est indispensable.",data_science
france-travail-api,201TJVJ,https://candidat.francetravail.fr/offres/recherche/detail/201TJVJ,Data scientist (H/F),,51 - EPERNAY,2025-12-19T15:58:20.901Z,CDI,Annuel de 35000.0 Euros à 50000.0 Euros sur 12.0 mois,data scientist,"Missions:
Définir des stratégies de sélection d'images destinées à l'entraînement de modèles de deep learning, en lien avec les besoins de projets IA
Vérifier la cohérence et la qualité générale des données
Analyser l'impact des données sur les performances et la robustesse des modèles
Collaborer avec des équipes techniques et métiers impliquées dans le développement de solutions IA
Profil recherché:
Connaissances en deep learning (TensorFlow, PyTorch) et en analyse de données
Rigueur et sens du détail
Intérêt pour la recherche
Formation bac+5 voire doctorat en computer science",data_science
france-travail-api,201TJTY,https://candidat.francetravail.fr/offres/recherche/detail/201TJTY,Data Scientist (H/F),LIDL,92 - CHATENAY MALABRY,2025-12-19T15:57:54.169Z,CDI,Mensuel de 3371.0 Euros à 3372.0 Euros sur 13.0 mois,data scientist,"Introduction

Travailler chez Lidl, c'est bien plus qu'un job ! En rejoignant l'équipe Data & AI au sein du service contrôle de gestion, tu participeras à l'amélioration de l'activité de Lidl France à travers des projets data science à fort impact opérationnel.

Missions

Afin d'atteindre tes objectifs en tant que Data Scientist, tes missions quotidiennes seront :
- Collaborer avec les services métier pour comprendre leurs besoins et concevoir les solutions data appropriées,
- Concevoir et développer des modèles de machine learning (modèles de prédiction et d'optimisation) pour améliorer les processus opérationnels,
- Accompagner et faciliter la mise en place de solutions internes en lien avec la gestion et l'exploitation des données,
- Automatisation et amélioration de processus à l'aide d'outils plus performants (Python, SQL, AppScripts, Looker, etc.)
- Curiosité pour explorer et proposer des cas d'usage pertinents de l'IA pour nos activités.

Profil

Au-delà de tes expériences professionnelles, nous recherchons avant tout une personnalité.

- Tu es reconnu(e) pour ton organisation, ta rigueur et ta capacité d'analyse ?
- Tu es doté(e) d'un bon relationnel, tu es autonome et aimes travailler en équipe ?

Si tu as répondu oui à ces questions, alors n'hésite pas à rejoindre la #TeamLidl.

Pour candidater à un poste de Data Scientist, il te faudra :

- Être diplômé(e) d'une école d'Ingénieur/université spécialisée dans le domaine de la science des données
- Avoir au moins 2 ans d'expérience (hors alternance) dans un poste de data scientist
- Avoir une maitrise avancée des langages de programmation Python et SQL et de ses bibliothèques
- Avoir une solide compréhension théorique ainsi qu'une application pratique des algorithmes de Machine Learning et de Deep Learning.
- Avoir une bonne compréhension des concepts fondamentaux des modèles de langage (LLMs) et de l'IA générative, une première expérience utilisant les API de ces modèles est un plus.
- Être doté d'une bonne capacité à traduire des analyses complexes en visualisations claires et pertinentes à l'aide d'outils de Data Visualisation.
- Avoir une expérience pratique avec la suite GCP.
- Parler couramment l'anglais, l'allemand est un plus.


Rejoindre Lidl

Nous reconnaissons le travail et l'investissement de chacun en te proposant :

- Un poste en CDI, en statut Cadre, au sein de notre Siège à Châtenay-Malabry,
- Une rémunération de 3372€ brut sur 13 mois,
- Un accord télétravail : 2 jours par semaine après 3 mois d'ancienneté.
- Un restaurant d'entreprise et une cafeteria.
- Une salle de sport avec 3 espaces : fitness, CrossFit, cours collectifs.
- Une formation à notre concept et à nos outils.
 
 Rejoindre Lidl, c'est également rejoindre une entreprise certifiée TOP Employer depuis 2019 ! Ce Label récompense notre politique RH, nos engagements en termes d'égalité Femme/Homme, de diversité & d'inclusion, mais également le travail de nos équipes sur le terrain au quotidien. 

Tous nos postes sont ouverts aux personnes en situation de handicap. Selon les besoins spécifiques de chacun, un aménagement matériel et/ou organisationnel du poste de travail sera étudié.",data_science
france-travail-api,201SKCC,https://candidat.francetravail.fr/offres/recherche/detail/201SKCC,Ingénieur / Ingénieure data scientist (H/F),CONSORT FRANCE,75 - Paris (Dept.),2025-12-18T16:45:40.979Z,CDI,Annuel de 55000.0 Euros à 60000.0 Euros sur 12.0 mois,data scientist,"Ingénieur MLOps H/F

C'est votre mission

Vous êtes passionné-e par l'industrialisation et l'orchestration des modèles d'intelligence artificielle ? Ce poste est fait pour vous.

En tant qu'Ingénieur MLOps, vous êtes responsable du déploiement et de la migration des pipelines de machine learning.

Côté build :

Concevoir et automatiser les pipelines MLOps sur GCP Vertex AI.
Participer à la migration des environnements AWS Bedrock vers GCP.
Industrialiser le cycle de vie des modèles (entraînement, évaluation, déploiement, monitoring).
Mettre en place l'infrastructure as code (Terraform, Cloud Build, etc.).
Développer des scripts et outils en Python pour l'intégration et l'automatisation des workflows.
Gérer les dépôts et flux de travail via Git / GitLab CI/CD.
Collaborer avec les équipes Data Science pour assurer la scalabilité et la performance des modèles.

Côté run :

Surveiller et optimiser les performances des pipelines et des modèles déployés.
Gérer les environnements de production sur Vertex AI et GCP (Compute, Storage, IAM).
Assurer la fiabilité, la sécurité et la disponibilité des systèmes ML.
Mettre en place le monitoring et les alertes (Stackdriver, Prometheus, etc.).
Identifier et corriger les incidents liés aux workflows de ML ou aux ressources cloud.
Contribuer à l'amélioration continue des pratiques MLOps au sein de l'équipe.",data_science
france-travail-api,201NQYN,https://candidat.francetravail.fr/offres/recherche/detail/201NQYN,Data Scientist H/F (H/F),RCA REALISATIONS POUR LA COMPTABILITE ET,44 - Saint-Herblain,2025-12-15T15:39:51.924Z,CDI,selon profil,data scientist,"Description de l'entreprise

Editeur de logiciels 100% autonome, basé en périphérie de Nantes, RCA développe deux gammes de logiciels : Une gamme de 12 modules à destination des cabinets d'expertise comptable et une plateforme digitale collaborative en mode SaaS destinée aux experts-comptables ainsi qu'à leurs clients (TPE). 
Depuis 15 ans, la société n'a cessé d'évoluer. Avec 3 personnes en 2007, nous sommes aujourd'hui 260 collaborateurs engagés dans l'aventure RCA ! 
Description du poste
Tu rejoindras l'équipe Data de RCA, composée de 17 personnes (Data Engineers, PM, Analystes, ML, développeurs, etc.), au cœur de nos enjeux produit, cloud et performance. 
Ton rôle : En tant que Data Scientist, tu joueras un rôle central dans la conception de solutions data et IA au service de nos produits. Tu interviendras depuis l'exploration jusqu'à l'industrialisation, avec un impact direct sur les usages métiers. Tu participeras à la montée en maturité sur les sujets IA, qu'ils soient analytiques, prédictifs ou génératifs. 

Tes missions  
- Comprendre le contexte et les besoins métiers pour proposer des solutions adaptées et travailler dans une logique ""data as a product"" 
- Cadrer et réaliser des démarches itératives d'expérimentation sur les données 
- Proposer des solutions (text mining, modèles prédictifs, IA générative, etc) pour répondre aux enjeux métier 
- Concevoir et implémenter des méthodes de mesure de la performance des solutions 
- Accompagner les ingénieurs Data & ML dans l'industrialisation des solutions 
- Participer à la mise en place de la stack IA de RCA 
Stack  : AWS, Snowflake, Airflow, DBT, Python, SQL, Shell, GitLab CI, Holistics, ThoughtSpot..


Qualifications

Ton profil  
- Compétences clé : 
    - 2 ans d'expérience (hors formation) en tant que Data scientist ou Ingénieur Machine Learning 
    - Solide bagage mathématique et statistiques 
    - Aisance vis-à-vis des méthodes d'analyse et de nettoyage des données 
    - Maîtrise avancée de Python (Pandas, Scikit-learn, Mathplotlib, Seaborn, etc.), SQL et de leurs environnements de développement (IDE, notebooks) 
    - Capacité à vulgariser des concepts complexes auprès du métier 
    - Connaissance des principes et outils d'explicabilité (théorie des jeux, inférence causale, etc.)  
- Les ""Plus"" qui font la différence : 
    - Première expérience ou une forte curiosité pour l'IA générative ou agentique 
    - Notions de déploiement ou d'outils MLOps 
    - Etre l'aise avec les bonnes pratiques de développement (git, CI/CD, etc) 


Informations complémentaires

Poste en CDI basé à Saint-Herblain (jusqu'à 3 jours de télétravail possible) Process de recrutement : 1er échange en visio et 2e RDV physique avec test technique. 

Envie d'intégrer l'équipe ? Fais-nous confiance et rejoins l'aventure RCA !",data_science
france-travail-api,201NJZC,https://candidat.francetravail.fr/offres/recherche/detail/201NJZC,Explainable AI for molecules-Data Scientist (H/F),SANOFI WINTHROP INDUSTRIE,94 - VITRY SUR SEINE,2025-12-15T13:11:44.341Z,CDI,prime,data scientist,"À propos du poste
Le poste consiste à devenir Doctorant au sein du Réseau Doctoral AiChemist, un programme Horizon 
Europe Marie Skodowska-Curie Actions. Affilié académiquement à l'École normale supérieure (ENS) 
Paris-PSL et co-encadré par Sanofi, le candidat se spécialisera dans l'intelligence artificielle 
explicable pour la découverte de médicaments. La thèse se concentre sur le développement de 
descripteurs quantiques explicables pour prédire la toxicité et le métabolisme des médicaments. Au 
sein du Réseau Doctoral, le candidat combinera 18 mois en tant qu'employé de l'ENS avec 18 mois 
en tant qu'employé de Sanofi, le positionnant à la pointe de la chimie computationnelle et de 
l'innovation pharmaceutique en Europe.

Êtes-vous prêt à façonner l'avenir de la médecine ? La course est lancée pour accélérer la découverte 
et le développement de médicaments afin de trouver des solutions pour les patients et leurs familles. 
Vos compétences pourraient être essentielles pour aider nos équipes à accélérer les progrès. 

Rejoignez notre groupe CADD en tant que Doctorant et vous rendrez l'Intelligence Artificielle 
Moléculaire plus explicable pour aider à découvrir de nouveaux médicaments plus rapidement.

Principales responsabilités : 
- Développer un pipeline computationnel pour générer une description par Fonction de Localisation 
Électronique (ELF) de petites molécules en utilisant des calculs de Mécanique Quantique et extraire 
les descripteurs correspondants. 
- Construire des représentations graphiques moléculaires qui vont au-delà de la connectivité atome liaison, en intégrant des points critiques et des caractéristiques dérivées de l'ELF pour encoder les 
liaisons, les doublets non liants et la délocalisation électronique. 
- Implémenter des Réseaux de Neurones Graphiques (GNN) qui encodent ces descripteurs pour 
produire des prédictions interprétables alignées avec le raisonnement chimique, particulièrement 
pour les mécanismes de réactivité et de toxicité. 
- Évaluer ces GNN en termes de performance prédictive et d'explicabilité sur plusieurs jeux de 
données internes. 
- Développer un pipeline computationnel pour générer des approximations de bonne qualité des 
descripteurs ELF avec un haut débit.

À propos de vous 
- Expérience : Parcours international, connaissance des molécules à potentiel médicamenteux 
- Compétences techniques et transversales : Chémo-informatique, programmation Python 
- Formation : Diplôme de Master en Pharmacie ou Chimie Computationnelle 
- Langues : Anglais (obligatoire), Français (souhaitable)",data_science
france-travail-api,201DRKZ,https://candidat.francetravail.fr/offres/recherche/detail/201DRKZ,Data scientist (H/F),VEKIA SAS,59 - LILLE,2025-12-04T15:13:01.399Z,CDI,à définir selon profil,data scientist,"Au sein du Lab Vekia, vous participez au développement des algorithmes numériques au cœur des motorisations Vekia, s'appuyant sur le Machine Learning, la Recherche Opérationnelle et l'Apprentissage par Renforcement.

Vous participez à l'ensemble du processus de conception et développement : de l'apport de nouvelles idées et de la veille scientifique, à l'implémentation industrielle, en passant par le prototypage et les simulations numériques.
 Lab Vekia est une activité de « consulting » via laquelle vous prendrez part  à des projets clients innovants pour apporter votre support et votre expertise scientifique.
Vous accompagnez  les autres équipes de l'entreprise (IT Produit - Data Management & Support) sur l'utilisation et le réglage des moteurs développés.

Vos missions sont les suivantes :

- Participation à la vie et à l'animation de l'équipe (séminaires, reading groups, brainstormings)
- Développement de pipelines de Machine Learning liées aux problématiques clients
- Participation aux missions clients ponctuelles
- Soutien scientifique dans les appels d'offre ou pilotes
- Prototypage de nouveaux algorithmes et simulations de performances
- Implémentation industrielle des algorithmes au sein des toolkits Vekia
- Support et liaison avec les autres équipes, notamment l'équipe IT / Produit et l'équipe Data Management & Support.
- Veille scientifique

Les principales technologies utilisées au sein du Lab sont les suivantes :

- Python et son écosystème (Numpy/Scipy/Pandas/Polars/Tensorflow)
- Spark
- Scala
- SQL

Votre profil :
- Vous êtes titulaire d'un diplôme d'ingénieur, d'un Master II ou bien Ph. D avec une orientation forte sur les sujets Machine Learning et data science 
- Vous avez une appétence et / ou expérience dans le secteur de la supplychain

Ce que nous vous proposons  : 
- Un parcours d'intégration pour découvrir VEKIA
- Environnement convivial
- Télétravail / mode hybride



",data_science
france-travail-api,200QTZZ,https://candidat.francetravail.fr/offres/recherche/detail/200QTZZ,Data Scientist H/F (H/F),AMILTONE,69 - VILLEURBANNE,2025-11-21T14:31:15.029Z,CDI,Annuel de 35000.0 Euros à 45000.0 Euros sur 12.0 mois,data scientist,"Qui sommes-nous ?

Nous sommes passionnés par les nouvelles technologies, et vous ?
Rejoindre Amiltone, c'est intégrer des équipes dynamiques et soudées dans le cadre de projets novateurs et
ambitieux. Nous relevons les challenges techniques de nos clients et les accompagnons dans leur transformation
digitale.

Pourquoi choisir Amiltone ?

Amiltone, plus qu'une entreprise, un état d'esprit ! Notre objectif ? Votre épanouissement professionnel !
Nous avons à cœur de :
Vous accompagner au mieux au travers d'un suivi personnalisé
Vous faire monter en compétences en vous proposant des formations tout au long de votre carrière
Comprendre vos besoins et respecter nos engagements
Vous proposer des missions de qualité avec des technologies innovantes
Cultiver votre potentiel grâce à notre programme de développement personnel Addvise
Votre bien-être passe aussi par des activités extraprofessionnelles, c'est pourquoi nous vous proposons des séances
sportives animées par nos coachs, soirées pour se retrouver et animations (à l'agence ou en visio), Gaming nights...

Vos missions ?
Intégré à nos équipes sur nos projets au forfait ou chez nos clients, vous interviendrez sur un projet de Data Scientist.
En tant que Data Scientist (H/F), vous assurez les missions suivantes :

- Rédaction de user stories et coordination avec les équipes techniques en Scrum
-  Conception de rapports Power BI avancés pour la Power Platform
- Intégration de données depuis SQL Server et déploiement de modèles 
-  Analyse des données

La stack technique :
AWS (Redshift, Glue), Snowflake
SAP S/4HANA
Talend
Power BI

Alors ? Prêt à devenir Amiltonien ?
N'hésitez pas à postuler si vous vous reconnaissez :
 - Diplômé d'un bac+5 (master en data), vous avez au moins 5 ans d'expérience en tant que Data Scientist.
- Vous aimez découvrir de nouveaux contextes fonctionnels et comprendre les objectifs des applications que vous développez.
- A l'aise dans une organisation agile et dans un contexte anglophone, vous faites preuve de rigueur.

Outre vos compétences techniques, nous nous intéressons également à votre potentiel et votre motivation.

Nos postes sont ouverts aux personnes en situation de handicap.",data_science
